State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Jowar,Apr - 2023,Mandi Modal Price (AgMarknet),3367.98,Prices,Rs/Qtl
All India,Jowar,May - 2023,Mandi Modal Price (AgMarknet),3398.36,Prices,Rs/Qtl
All India,Jowar,May - 2023,Mandi Arrival Quantity (AgMarknet),31189.56,Arrivals,Tonnes
All India,Jowar,Jun - 2023,Mandi Arrival Quantity (AgMarknet),32248.59,Arrivals,Tonnes
All India,Jowar,Jun - 2023,Mandi Modal Price (AgMarknet),3950.0,Prices,Rs/Qtl
All India,Jowar,Jul - 2023,Mandi Arrival Quantity (AgMarknet),19736.24,Arrivals,Tonnes
All India,Jowar,Jul - 2023,Mandi Modal Price (AgMarknet),4170.06,Prices,Rs/Qtl
All India,Jowar,Aug - 2023,Mandi Arrival Quantity (AgMarknet),16224.74,Arrivals,Tonnes
All India,Jowar,Aug - 2023,Mandi Modal Price (AgMarknet),4025.36,Prices,Rs/Qtl
All India,Jowar,Sep - 2023,Mandi Modal Price (AgMarknet),4053.14,Prices,Rs/Qtl
All India,Jowar,Sep - 2023,Mandi Arrival Quantity (AgMarknet),13548.88,Arrivals,Tonnes
All India,Jowar,Oct - 2023,Mandi Arrival Quantity (AgMarknet),26316.3,Arrivals,Tonnes
All India,Jowar,Oct - 2023,Mandi Modal Price (AgMarknet),3561.35,Prices,Rs/Qtl
All India,Jowar,Nov - 2023,Mandi Modal Price (AgMarknet),3867.86,Prices,Rs/Qtl
All India,Jowar,Nov - 2023,Mandi Arrival Quantity (AgMarknet),25998.21,Arrivals,Tonnes
All India,Jowar,Dec - 2023,Mandi Arrival Quantity (AgMarknet),21888.03,Arrivals,Tonnes
All India,Jowar,Dec - 2023,Mandi Modal Price (AgMarknet),4181.25,Prices,Rs/Qtl
All India,Jowar,Jan - 2024,Mandi Modal Price (AgMarknet),4093.29,Prices,Rs/Qtl
All India,Jowar,Jan - 2024,Mandi Arrival Quantity (AgMarknet),16077.44,Arrivals,Tonnes
All India,Jowar,Feb - 2024,Mandi Arrival Quantity (AgMarknet),29155.77,Arrivals,Tonnes
All India,Jowar,Feb - 2024,Mandi Modal Price (AgMarknet),3594.48,Prices,Rs/Qtl
All India,Jowar,Mar - 2024,Mandi Arrival Quantity (AgMarknet),44708.03,Arrivals,Tonnes
All India,Jowar,Mar - 2024,Mandi Modal Price (AgMarknet),3207.88,Prices,Rs/Qtl
All India,Jowar,Apr - 2024,Mandi Arrival Quantity (AgMarknet),30551.41,Arrivals,Tonnes
All India,Jowar,Apr - 2024,Mandi Modal Price (AgMarknet),3074.04,Prices,Rs/Qtl
All India,Jowar,May - 2024,Mandi Arrival Quantity (AgMarknet),47245.03,Arrivals,Tonnes
All India,Jowar,May - 2024,Mandi Modal Price (AgMarknet),2983.47,Prices,Rs/Qtl
All India,Jowar,Jun - 2024,Mandi Arrival Quantity (AgMarknet),34301.63,Arrivals,Tonnes
All India,Jowar,Jun - 2024,Mandi Modal Price (AgMarknet),3158.07,Prices,Rs/Qtl
All India,Jowar,Jul - 2024,Mandi Arrival Quantity (AgMarknet),26752.53,Arrivals,Tonnes
All India,Jowar,Jul - 2024,Mandi Modal Price (AgMarknet),3232.51,Prices,Rs/Qtl
All India,Jowar,Aug - 2024,Mandi Modal Price (AgMarknet),3143.7,Prices,Rs/Qtl
All India,Jowar,Aug - 2024,Mandi Arrival Quantity (AgMarknet),26047.84,Arrivals,Tonnes
All India,Jowar,Sep - 2024,Mandi Arrival Quantity (AgMarknet),30786.49,Arrivals,Tonnes
All India,Jowar,Sep - 2024,Mandi Modal Price (AgMarknet),2875.85,Prices,Rs/Qtl
All India,Jowar,Oct - 2024,Mandi Arrival Quantity (AgMarknet),26034.82,Arrivals,Tonnes
All India,Jowar,Oct - 2024,Mandi Modal Price (AgMarknet),2825.88,Prices,Rs/Qtl
All India,Jowar,Nov - 2024,Mandi Modal Price (AgMarknet),2932.18,Prices,Rs/Qtl
All India,Jowar,Nov - 2024,Mandi Arrival Quantity (AgMarknet),32622.67,Arrivals,Tonnes
All India,Jowar,Dec - 2024,Mandi Modal Price (AgMarknet),3111.3,Prices,Rs/Qtl
All India,Jowar,Dec - 2024,Mandi Arrival Quantity (AgMarknet),33686.15,Arrivals,Tonnes
All India,Jowar,Jan - 2025,Mandi Modal Price (AgMarknet),3197.67,Prices,Rs/Qtl
All India,Jowar,Jan - 2025,Mandi Arrival Quantity (AgMarknet),30832.45,Arrivals,Tonnes
All India,Jowar,Feb - 2025,Mandi Modal Price (AgMarknet),3028.3,Prices,Rs/Qtl
All India,Jowar,Feb - 2025,Mandi Arrival Quantity (AgMarknet),54322.32,Arrivals,Tonnes
All India,Jowar,Mar - 2025,Mandi Arrival Quantity (AgMarknet),81373.01,Arrivals,Tonnes
All India,Jowar,Mar - 2025,Mandi Modal Price (AgMarknet),2617.5,Prices,Rs/Qtl
All India,Jowar,Apr - 2025,Mandi Modal Price (AgMarknet),2848.57,Prices,Rs/Qtl
All India,Jowar,Apr - 2025,Mandi Arrival Quantity (AgMarknet),58369.26,Arrivals,Tonnes
All India,Jowar,May - 2025,Mandi Arrival Quantity (AgMarknet),40022.55,Arrivals,Tonnes
All India,Jowar,May - 2025,Mandi Modal Price (AgMarknet),3098.76,Prices,Rs/Qtl
All India,Jowar,Jun - 2025,Mandi Arrival Quantity (AgMarknet),43429.53,Arrivals,Tonnes
All India,Jowar,Jun - 2025,Mandi Modal Price (AgMarknet),3109.66,Prices,Rs/Qtl
All India,Jowar,Jul - 2025,Mandi Modal Price (AgMarknet),3355.94,Prices,Rs/Qtl
All India,Jowar,Jul - 2025,Mandi Arrival Quantity (AgMarknet),22395.49,Arrivals,Tonnes
All India,Jowar,Aug - 2025,Mandi Modal Price (AgMarknet),3419.95,Prices,Rs/Qtl
All India,Jowar,Aug - 2025,Mandi Arrival Quantity (AgMarknet),18047.95,Arrivals,Tonnes
All India,Jowar,Sep - 2025,Mandi Arrival Quantity (AgMarknet),19929.82,Arrivals,Tonnes
All India,Jowar,Sep - 2025,Mandi Modal Price (AgMarknet),3159.34,Prices,Rs/Qtl
All India,Jowar,Oct - 2025,Mandi Arrival Quantity (AgMarknet),14507.9,Arrivals,Tonnes
All India,Jowar,Oct - 2025,Mandi Modal Price (AgMarknet),3385.23,Prices,Rs/Qtl
All India,Jowar,Nov - 2025,Mandi Modal Price (AgMarknet),3305.52,Prices,Rs/Qtl
All India,Jowar,Nov - 2025,Mandi Arrival Quantity (AgMarknet),2634.63,Arrivals,Tonnes
