State,Crop,Calendar,Metric,Value,Metric Main Category,UOM
All India,Ramdana,Jan - 2023,Mandi Modal Price (AgMarknet),881.27,Prices,Rs/Qtl
All India,Ramdana,Feb - 2023,Mandi Modal Price (AgMarknet),1063.14,Prices,Rs/Qtl
All India,Ramdana,Feb - 2023,Mandi Arrival Quantity (AgMarknet),6037.69,Arrivals,Tonnes
All India,Ramdana,Mar - 2023,Mandi Arrival Quantity (AgMarknet),8845.62,Arrivals,Tonnes
All India,Ramdana,Mar - 2023,Mandi Modal Price (AgMarknet),1553.8,Prices,Rs/Qtl
All India,Ramdana,Apr - 2023,Mandi Arrival Quantity (AgMarknet),6520.77,Arrivals,Tonnes
All India,Ramdana,Apr - 2023,Mandi Modal Price (AgMarknet),2168.49,Prices,Rs/Qtl
All India,Ramdana,May - 2023,Mandi Modal Price (AgMarknet),440.64,Prices,Rs/Qtl
All India,Ramdana,May - 2023,Mandi Arrival Quantity (AgMarknet),8419.79,Arrivals,Tonnes
All India,Ramdana,Jun - 2023,Mandi Arrival Quantity (AgMarknet),6330.89,Arrivals,Tonnes
All India,Ramdana,Jun - 2023,Mandi Modal Price (AgMarknet),565.11,Prices,Rs/Qtl
All India,Ramdana,Jul - 2023,Mandi Arrival Quantity (AgMarknet),11560.29,Arrivals,Tonnes
All India,Ramdana,Jul - 2023,Mandi Modal Price (AgMarknet),770.83,Prices,Rs/Qtl
All India,Ramdana,Aug - 2023,Mandi Arrival Quantity (AgMarknet),24661.8,Arrivals,Tonnes
All India,Ramdana,Aug - 2023,Mandi Modal Price (AgMarknet),94.1,Prices,Rs/Qtl
All India,Ramdana,Sep - 2023,Mandi Modal Price (AgMarknet),110.93,Prices,Rs/Qtl
All India,Ramdana,Sep - 2023,Mandi Arrival Quantity (AgMarknet),24642.3,Arrivals,Tonnes
All India,Ramdana,Oct - 2023,Mandi Arrival Quantity (AgMarknet),56690.7,Arrivals,Tonnes
All India,Ramdana,Oct - 2023,Mandi Modal Price (AgMarknet),69.77,Prices,Rs/Qtl
All India,Ramdana,Nov - 2023,Mandi Modal Price (AgMarknet),70.45,Prices,Rs/Qtl
All India,Ramdana,Nov - 2023,Mandi Arrival Quantity (AgMarknet),15883.3,Arrivals,Tonnes
All India,Ramdana,Dec - 2023,Mandi Arrival Quantity (AgMarknet),10713.7,Arrivals,Tonnes
All India,Ramdana,Dec - 2023,Mandi Modal Price (AgMarknet),167.11,Prices,Rs/Qtl
All India,Ramdana,Jan - 2024,Mandi Modal Price (AgMarknet),53.97,Prices,Rs/Qtl
All India,Ramdana,Jan - 2024,Mandi Arrival Quantity (AgMarknet),11451.0,Arrivals,Tonnes
All India,Ramdana,Feb - 2024,Mandi Arrival Quantity (AgMarknet),20304.76,Arrivals,Tonnes
All India,Ramdana,Feb - 2024,Mandi Modal Price (AgMarknet),468.68,Prices,Rs/Qtl
All India,Ramdana,Mar - 2024,Mandi Arrival Quantity (AgMarknet),86865.92,Arrivals,Tonnes
All India,Ramdana,Mar - 2024,Mandi Modal Price (AgMarknet),206.25,Prices,Rs/Qtl
All India,Ramdana,Apr - 2024,Mandi Arrival Quantity (AgMarknet),68580.68,Arrivals,Tonnes
All India,Ramdana,Apr - 2024,Mandi Modal Price (AgMarknet),573.22,Prices,Rs/Qtl
All India,Ramdana,May - 2024,Mandi Arrival Quantity (AgMarknet),119412.75,Arrivals,Tonnes
All India,Ramdana,May - 2024,Mandi Modal Price (AgMarknet),339.17,Prices,Rs/Qtl
All India,Ramdana,Jun - 2024,Mandi Arrival Quantity (AgMarknet),169405.13,Arrivals,Tonnes
All India,Ramdana,Jun - 2024,Mandi Modal Price (AgMarknet),143.91,Prices,Rs/Qtl
All India,Ramdana,Jul - 2024,Mandi Arrival Quantity (AgMarknet),203888.15,Arrivals,Tonnes
All India,Ramdana,Jul - 2024,Mandi Modal Price (AgMarknet),98.94,Prices,Rs/Qtl
All India,Ramdana,Aug - 2024,Mandi Modal Price (AgMarknet),54.11,Prices,Rs/Qtl
All India,Ramdana,Aug - 2024,Mandi Arrival Quantity (AgMarknet),153224.6,Arrivals,Tonnes
All India,Ramdana,Sep - 2024,Mandi Arrival Quantity (AgMarknet),159540.82,Arrivals,Tonnes
All India,Ramdana,Sep - 2024,Mandi Modal Price (AgMarknet),56.92,Prices,Rs/Qtl
All India,Ramdana,Oct - 2024,Mandi Arrival Quantity (AgMarknet),225636.05,Arrivals,Tonnes
All India,Ramdana,Oct - 2024,Mandi Modal Price (AgMarknet),64.42,Prices,Rs/Qtl
All India,Ramdana,Nov - 2024,Mandi Modal Price (AgMarknet),63.54,Prices,Rs/Qtl
All India,Ramdana,Nov - 2024,Mandi Arrival Quantity (AgMarknet),146925.19,Arrivals,Tonnes
All India,Ramdana,Dec - 2024,Mandi Modal Price (AgMarknet),146.57,Prices,Rs/Qtl
All India,Ramdana,Dec - 2024,Mandi Arrival Quantity (AgMarknet),67055.52,Arrivals,Tonnes
All India,Ramdana,Jan - 2025,Mandi Modal Price (AgMarknet),65.45,Prices,Rs/Qtl
All India,Ramdana,Jan - 2025,Mandi Arrival Quantity (AgMarknet),155219.83,Arrivals,Tonnes
All India,Ramdana,Feb - 2025,Mandi Modal Price (AgMarknet),186.06,Prices,Rs/Qtl
All India,Ramdana,Feb - 2025,Mandi Arrival Quantity (AgMarknet),84982.36,Arrivals,Tonnes
All India,Ramdana,Mar - 2025,Mandi Arrival Quantity (AgMarknet),157627.95,Arrivals,Tonnes
All India,Ramdana,Mar - 2025,Mandi Modal Price (AgMarknet),444.32,Prices,Rs/Qtl
All India,Ramdana,Apr - 2025,Mandi Modal Price (AgMarknet),759.11,Prices,Rs/Qtl
All India,Ramdana,Apr - 2025,Mandi Arrival Quantity (AgMarknet),103725.9,Arrivals,Tonnes
All India,Ramdana,May - 2025,Mandi Arrival Quantity (AgMarknet),65103.32,Arrivals,Tonnes
All India,Ramdana,May - 2025,Mandi Modal Price (AgMarknet),412.1,Prices,Rs/Qtl
All India,Ramdana,Jun - 2025,Mandi Arrival Quantity (AgMarknet),85836.83,Arrivals,Tonnes
All India,Ramdana,Jun - 2025,Mandi Modal Price (AgMarknet),190.71,Prices,Rs/Qtl
All India,Ramdana,Jul - 2025,Mandi Modal Price (AgMarknet),109.04,Prices,Rs/Qtl
All India,Ramdana,Jul - 2025,Mandi Arrival Quantity (AgMarknet),134489.81,Arrivals,Tonnes
All India,Ramdana,Aug - 2025,Mandi Modal Price (AgMarknet),81.68,Prices,Rs/Qtl
All India,Ramdana,Aug - 2025,Mandi Arrival Quantity (AgMarknet),124807.9,Arrivals,Tonnes
All India,Ramdana,Sep - 2025,Mandi Arrival Quantity (AgMarknet),133658.6,Arrivals,Tonnes
All India,Ramdana,Sep - 2025,Mandi Modal Price (AgMarknet),129.82,Prices,Rs/Qtl
All India,Ramdana,Oct - 2025,Mandi Arrival Quantity (AgMarknet),94069.38,Arrivals,Tonnes
All India,Ramdana,Oct - 2025,Mandi Modal Price (AgMarknet),66.61,Prices,Rs/Qtl
All India,Ramdana,Nov - 2025,Mandi Modal Price (AgMarknet),69.2,Prices,Rs/Qtl
All India,Ramdana,Nov - 2025,Mandi Arrival Quantity (AgMarknet),10918.6,Arrivals,Tonnes
